attack_variant,feature_set,metric,mean,std
fixed_max_action,no_safety_indicators,tp,2764.6666666666665,2.6246692913372702
fixed_max_action,no_safety_indicators,fp,3.3333333333333335,2.8674417556808756
fixed_max_action,no_safety_indicators,tn,2766.6666666666665,2.8674417556808756
fixed_max_action,no_safety_indicators,fn,5.333333333333333,2.6246692913372702
fixed_max_action,no_temporal_dynamics,accuracy,0.9983754512635379,0.0007798725268842302
fixed_max_action,no_temporal_dynamics,precision,0.9977204706100647,0.0017168032566886844
fixed_max_action,no_temporal_dynamics,recall,0.9990373044524669,0.0011159589043917974
fixed_max_action,no_temporal_dynamics,f1,0.9983769564086685,0.0007783922755620896
fixed_max_action,no_temporal_dynamics,far,0.002286401925391095,0.0017271600594954662
fixed_max_action,no_temporal_dynamics,auc,0.9998661957451983,0.0001124820308854876
fixed_max_action,no_temporal_dynamics,tp,2767.3333333333335,3.091206165165235
fixed_max_action,no_temporal_dynamics,fp,6.333333333333333,4.784233364802441
fixed_max_action,no_temporal_dynamics,tn,2763.6666666666665,4.784233364802441
fixed_max_action,no_temporal_dynamics,fn,2.6666666666666665,3.091206165165235
fixed_max_action,no_correlation_features,accuracy,0.9981949458483754,0.0012763660310226672
fixed_max_action,no_correlation_features,precision,0.9980837634989072,0.002457955188466858
fixed_max_action,no_correlation_features,recall,0.998315282791817,0.002382549924575593
fixed_max_action,no_correlation_features,f1,0.9981952600905105,0.001276156048203937
fixed_max_action,no_correlation_features,far,0.0019253910950661852,0.0024720383374457443
fixed_max_action,no_correlation_features,auc,0.9999756067892626,2.3339070016065636e-05
fixed_max_action,no_correlation_features,tp,2765.3333333333335,6.599663291074444
fixed_max_action,no_correlation_features,fp,5.333333333333333,6.847546194724712
fixed_max_action,no_correlation_features,tn,2764.6666666666665,6.847546194724712
fixed_max_action,no_correlation_features,fn,4.666666666666667,6.599663291074443
fixed_max_action,only_statistical_summaries,accuracy,0.9992779783393502,0.0002552732062045334
fixed_max_action,only_statistical_summaries,precision,0.9992789319858347,0.0007783067238987799
fixed_max_action,only_statistical_summaries,recall,0.9992779783393502,0.0005895282172763449
fixed_max_action,only_statistical_summaries,f1,0.9992780431549724,0.0002551357393553455
fixed_max_action,only_statistical_summaries,far,0.0007220216606498195,0.0007798725268842191
fixed_max_action,only_statistical_summaries,auc,0.99999326634432,4.813744347618028e-06
fixed_max_action,only_statistical_summaries,tp,2768.0,1.632993161855452
fixed_max_action,only_statistical_summaries,fp,2.0,2.160246899469287
fixed_max_action,only_statistical_summaries,tn,2768.0,2.160246899469287
fixed_max_action,only_statistical_summaries,fn,2.0,1.632993161855452
fixed_max_action,only_temporal_dynamics,accuracy,0.950962695547533,0.02882452888627529
fixed_max_action,only_temporal_dynamics,precision,0.9378731800000114,0.03486290767002985
fixed_max_action,only_temporal_dynamics,recall,0.9666666666666667,0.022897562322628115
fixed_max_action,only_temporal_dynamics,f1,0.9519289735416588,0.027858692903334096
fixed_max_action,only_temporal_dynamics,far,0.06474127557160049,0.03770369796726268
fixed_max_action,only_temporal_dynamics,auc,0.988939861938337,0.009486958474708295
fixed_max_action,only_temporal_dynamics,tp,2677.6666666666665,63.426247633679935
fixed_max_action,only_temporal_dynamics,fp,179.33333333333334,104.43924336931762
fixed_max_action,only_temporal_dynamics,tn,2590.6666666666665,104.43924336931764
fixed_max_action,only_temporal_dynamics,fn,92.33333333333333,63.42624763367993
fixed_max_action,only_safety_indicators,accuracy,0.5320096269554754,0.02807089745382945
fixed_max_action,only_safety_indicators,precision,0.5173518854845295,0.015072074295978588
fixed_max_action,only_safety_indicators,recall,0.9719614921780987,0.03965243803043695
fixed_max_action,only_safety_indicators,f1,0.6749558013999102,0.01765350235545588
fixed_max_action,only_safety_indicators,far,0.907942238267148,0.06136759382202391
fixed_max_action,only_safety_indicators,auc,0.5926454361019519,0.0746639736918098
fixed_max_action,only_safety_indicators,tp,2692.3333333333335,109.8372533443104
fixed_max_action,only_safety_indicators,fp,2515.0,169.98823488700623
fixed_max_action,only_safety_indicators,tn,255.0,169.98823488700623
fixed_max_action,only_safety_indicators,fn,77.66666666666667,109.83725334431037
